event_contract	subtype	expiration_date	date	start_price	high_price	low_price	end_price	settlement_price	pair_quantity	open_interest	vwap
UNR_0625_4.3	YES	2025-07-03T07:30:00-05:00	4/30/2025	0.55	0	0	0.55	0.55	0	10	0
UNR_0625_4.3	NO	2025-07-03T07:30:00-05:00	4/30/2025	0.46	0	0	0.46	0.46	0	10	0
UNR_0626_3.8	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_3.8	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_4.4	YES	2026-07-03T07:30:00-05:00	4/30/2025	0.47	0	0	0.47	0.47	0	20	0
UNR_0626_4.4	NO	2026-07-03T07:30:00-05:00	4/30/2025	0.54	0	0	0.54	0.54	0	20	0
UNR_0925_3.7	YES	2025-10-03T07:30:00-05:00	4/30/2025	0.93	0	0	0.93	0.93	0	309	0
UNR_0925_3.7	NO	2025-10-03T07:30:00-05:00	4/30/2025	0.08	0	0	0.08	0.08	0	309	0
UNR_0925_4.3	YES	2025-10-03T07:30:00-05:00	4/30/2025	0.51	0	0	0.51	0.51	0	70	0
UNR_0925_4.3	NO	2025-10-03T07:30:00-05:00	4/30/2025	0.5	0	0	0.5	0.5	0	70	0
UNR_1225_3.7	YES	2026-01-02T07:30:00-06:00	4/30/2025	0.91	0	0	0.91	0.91	0	240	0
UNR_1225_3.7	NO	2026-01-02T07:30:00-06:00	4/30/2025	0.1	0	0	0.1	0.1	0	240	0
UNR_1225_4.3	YES	2026-01-02T07:30:00-06:00	4/30/2025	0.52	0	0	0.52	0.52	0	20	0
UNR_1225_4.3	NO	2026-01-02T07:30:00-06:00	4/30/2025	0.49	0	0	0.49	0.49	0	20	0
UNR_0625_4.4	YES	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.4	NO	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_3.5	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_3.5	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_5.0	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_5.0	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_4.5	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_4.5	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_3.5	YES	2026-01-02T07:30:00-06:00	4/30/2025	0.92	0	0	0.92	0.92	0	240	0
UNR_1225_3.5	NO	2026-01-02T07:30:00-06:00	4/30/2025	0.09	0	0	0.09	0.09	0	240	0
UNR_1225_4.5	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_4.5	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_3.2	YES	2027-01-08T07:30:00-06:00	4/30/2025	0.7	0	0	0.7	0.7	0	40	0
UNR_1226_3.2	NO	2027-01-08T07:30:00-06:00	4/30/2025	0.31	0	0	0.31	0.31	0	40	0
UNR_1226_3.7	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_3.7	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_4.2	YES	2027-01-08T07:30:00-06:00	4/30/2025	0.47	0	0	0.47	0.47	0	10	0
UNR_1226_4.2	NO	2027-01-08T07:30:00-06:00	4/30/2025	0.54	0	0	0.54	0.54	0	10	0
UNR_1226_4.7	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_4.7	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_5.2	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_5.2	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_3.6	YES	2025-07-03T07:30:00-05:00	4/30/2025	0.92	0	0	0.92	0.92	0	110	0
UNR_0625_3.6	NO	2025-07-03T07:30:00-05:00	4/30/2025	0.09	0	0	0.09	0.09	0	110	0
UNR_0925_3.5	YES	2025-10-03T07:30:00-05:00	4/30/2025	0.87	0	0	0.87	0.87	0	160	0
UNR_0925_3.5	NO	2025-10-03T07:30:00-05:00	4/30/2025	0.14	0	0	0.14	0.14	0	160	0
UNR_0625_4.5	YES	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.5	NO	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_3.0	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_3.0	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_5.5	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_5.5	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_4.7	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_4.7	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_3.3	YES	2026-01-02T07:30:00-06:00	4/30/2025	0.93	0	0	0.93	0.93	0	180	0
UNR_1225_3.3	NO	2026-01-02T07:30:00-06:00	4/30/2025	0.08	0	0	0.08	0.08	0	180	0
UNR_1225_4.7	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_4.7	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_2.7	YES	2027-01-08T07:30:00-06:00	4/30/2025	0.75	0	0	0.75	0.75	0	10	0
UNR_1226_2.7	NO	2027-01-08T07:30:00-06:00	4/30/2025	0.26	0	0	0.26	0.26	0	10	0
UNR_0625_4.6	YES	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.6	NO	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_4.9	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_4.9	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_4.9	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_4.9	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_3.3	YES	2025-10-03T07:30:00-05:00	4/30/2025	0.91	0	0	0.91	0.91	0	130	0
UNR_0925_3.3	NO	2025-10-03T07:30:00-05:00	4/30/2025	0.1	0	0	0.1	0.1	0	130	0
UNR_0925_5.1	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_5.1	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_5.7	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_5.7	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.7	YES	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.7	NO	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.1	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.1	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0425_4.1	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.77	0.8	0.71	0.74	0.74	245	455	0.74
UNR_0425_4.1	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.24	0.3	0.21	0.27	0.27	245	455	0.27
UNR_0425_4.2	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.51	0.51	0.45	0.48	0.48	210	300	0.46
UNR_0425_4.2	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.5	0.56	0.5	0.53	0.53	210	300	0.55
UNR_0425_4.3	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.28	0.28	0.24	0.24	0.24	150	390	0.25
UNR_0425_4.3	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.73	0.77	0.73	0.77	0.77	150	390	0.76
UNR_0425_4.4	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.16	0.16	0.12	0.12	0.12	50	270	0.14
UNR_0425_4.4	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.85	0.89	0.85	0.89	0.89	50	270	0.87
UNR_0425_4.5	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.08	0.08	0.06	0.06	0.06	30	310	0.07
UNR_0425_4.5	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.93	0.95	0.93	0.95	0.95	30	310	0.94
UNR_0626_2.5	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_2.5	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_6.0	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_6.0	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_3.1	YES	2025-10-03T07:30:00-05:00	4/30/2025	0.93	0	0	0.93	0.93	0	120	0
UNR_0925_3.1	NO	2025-10-03T07:30:00-05:00	4/30/2025	0.08	0	0	0.08	0.08	0	120	0
UNR_0925_5.3	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_5.3	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_3.1	YES	2026-01-02T07:30:00-06:00	4/30/2025	0.93	0	0	0.93	0.93	0	110	0
UNR_1225_3.1	NO	2026-01-02T07:30:00-06:00	4/30/2025	0.08	0	0	0.08	0.08	0	110	0
UNR_1226_2.2	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_2.2	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.8	YES	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.8	NO	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.3	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.3	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0425_4	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.93	0	0	0.93	0.93	0	400	0
UNR_0425_4	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.08	0	0	0.08	0.08	0	400	0
UNR_0425_4.6	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.07	0.07	0.04	0.04	0.04	50	380	0.05
UNR_0425_4.6	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.94	0.97	0.94	0.97	0.97	50	380	0.96
UNR_0625_4.9	YES	2025-07-03T07:30:00-05:00	4/30/2025	0.29	0	0	0.29	0.29	0	100	0
UNR_0625_4.9	NO	2025-07-03T07:30:00-05:00	4/30/2025	0.72	0	0	0.72	0.72	0	100	0
UNR_0925_2.9	YES	2025-10-03T07:30:00-05:00	4/30/2025	0.96	0	0	0.96	0.96	0	120	0
UNR_0925_2.9	NO	2025-10-03T07:30:00-05:00	4/30/2025	0.05	0	0	0.05	0.05	0	120	0
UNR_0925_5.5	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_5.5	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_6.2	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_6.2	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0425_3.9	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.97	0	0	0.97	0.97	0	370	0
UNR_0425_3.9	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.04	0	0	0.04	0.04	0	370	0
UNR_0625_5	YES	2025-07-03T07:30:00-05:00	4/30/2025	0.19	0	0	0.19	0.19	0	50	0
UNR_0625_5	NO	2025-07-03T07:30:00-05:00	4/30/2025	0.82	0	0	0.82	0.82	0	50	0
UNR_0925_2.7	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_2.7	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_5.7	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_5.7	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0425_3.8	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.98	0.98	0.96	0.96	0.96	253	838	0.98
UNR_0425_3.8	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.03	0.05	0.03	0.05	0.05	253	838	0.03
UNR_0625_5.1	YES	2025-07-03T07:30:00-05:00	4/30/2025	0.13	0	0	0.13	0.13	0	250	0
UNR_0625_5.1	NO	2025-07-03T07:30:00-05:00	4/30/2025	0.88	0	0	0.88	0.88	0	250	0
UNR_0626_2	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_2	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_6.5	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_6.5	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_5.9	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_5.9	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_2.9	YES	2026-01-02T07:30:00-06:00	4/30/2025	0.87	0	0	0.87	0.87	0	60	0
UNR_1225_2.9	NO	2026-01-02T07:30:00-06:00	4/30/2025	0.14	0	0	0.14	0.14	0	60	0
UNR_1225_5.5	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.5	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_1.7	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_1.7	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0425_4.7	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.04	0.04	0.04	0.04	0.04	10	70	0.04
UNR_0425_4.7	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.97	0.97	0.97	0.97	0.97	10	70	0.97
UNR_0925_6.1	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_6.1	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0425_3.7	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.99	0	0	0.99	0.99	0	72	0
UNR_0425_3.7	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.02	0	0	0.02	0.02	0	72	0
UNR_0525_4.1	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.62	0	0	0.62	0.62	0	80	0
UNR_0525_4.1	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.39	0	0	0.39	0.39	0	80	0
UNR_0525_4.2	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.5	0.5	0.5	0.5	0.5	10	110	0.5
UNR_0525_4.2	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.51	0.51	0.51	0.51	0.51	10	110	0.51
UNR_0525_4.3	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.33	0.36	0.31	0.36	0.36	140	230	0.32
UNR_0525_4.3	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.68	0.7	0.65	0.65	0.65	140	230	0.69
UNR_0525_4.4	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.27	0	0	0.27	0.27	0	50	0
UNR_0525_4.4	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.74	0	0	0.74	0.74	0	50	0
UNR_0525_4.5	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.19	0.19	0.15	0.15	0.15	50	220	0.17
UNR_0525_4.5	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.82	0.86	0.82	0.86	0.86	50	220	0.84
UNR_1226_6.7	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_6.7	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_6.3	YES	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0925_6.3	NO	2025-10-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_2.7	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_2.7	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.7	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.7	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0525_4.6	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.18	0.18	0.11	0.11	0.11	70	200	0.15
UNR_0525_4.6	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.83	0.9	0.83	0.9	0.9	70	200	0.86
UNR_0626_1.5	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_1.5	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_7	YES	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0626_7	NO	2026-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_1.2	YES	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1226_1.2	NO	2027-01-08T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0525_4	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.83	0.83	0.83	0.83	0.83	10	140	0.83
UNR_0525_4	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.18	0.18	0.18	0.18	0.18	10	140	0.18
UNR_1225_5.9	YES	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_1225_5.9	NO	2026-01-02T07:30:00-06:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_3.9	YES	2026-04-03T07:30:00-05:00	4/30/2025	0.65	0	0	0.65	0.65	0	190	0
UNR_0326_3.9	NO	2026-04-03T07:30:00-05:00	4/30/2025	0.36	0	0	0.36	0.36	0	190	0
UNR_0326_4.1	YES	2026-04-03T07:30:00-05:00	4/30/2025	0.48	0	0	0.48	0.48	0	100	0
UNR_0326_4.1	NO	2026-04-03T07:30:00-05:00	4/30/2025	0.53	0	0	0.53	0.53	0	100	0
UNR_0326_4.3	YES	2026-04-03T07:30:00-05:00	4/30/2025	0.34	0	0	0.34	0.34	0	70	0
UNR_0326_4.3	NO	2026-04-03T07:30:00-05:00	4/30/2025	0.67	0	0	0.67	0.67	0	70	0
UNR_0326_4.5	YES	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_4.5	NO	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_4.7	YES	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_4.7	NO	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0425_4.8	YES	2025-05-02T07:30:00-05:00	4/30/2025	0.02	0	0	0.02	0.02	0	11	0
UNR_0425_4.8	NO	2025-05-02T07:30:00-05:00	4/30/2025	0.99	0	0	0.99	0.99	0	11	0
UNR_0525_4.7	YES	2025-06-06T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0525_4.7	NO	2025-06-06T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0525_3.9	YES	2025-06-06T07:30:00-05:00	4/30/2025	0.95	0	0	0.95	0.95	0	60	0
UNR_0525_3.9	NO	2025-06-06T07:30:00-05:00	4/30/2025	0.06	0	0	0.06	0.06	0	60	0
UNR_0625_5.2	YES	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_5.2	NO	2025-07-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_3.7	YES	2026-04-03T07:30:00-05:00	4/30/2025	0.79	0	0	0.79	0.79	0	240	0
UNR_0326_3.7	NO	2026-04-03T07:30:00-05:00	4/30/2025	0.22	0	0	0.22	0.22	0	240	0
UNR_0525_3.8	YES	2025-06-06T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0525_3.8	NO	2025-06-06T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_3.5	YES	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_3.5	NO	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_4.9	YES	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_4.9	NO	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_3.3	YES	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0326_3.3	NO	2026-04-03T07:30:00-05:00	4/30/2025	0	0	0	0		0	0	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	5/1/2025	0.77	0	0	0.77	0.77	0	80	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	5/1/2025	0.24	0	0	0.24	0.24	0	80	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	5/1/2025	0.55	0	0	0.55	0.55	0	60	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	5/1/2025	0.46	0	0	0.46	0.46	0	60	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	5/1/2025	0.84	0	0	0.84	0.84	0	200	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	5/1/2025	0.17	0	0	0.17	0.17	0	200	0
UNR_0925_4.0	YES	2025-10-03T07:30:00-05:00	5/1/2025	0.85	0	0	0.85	0.85	0	290	0
UNR_0925_4.0	NO	2025-10-03T07:30:00-05:00	5/1/2025	0.16	0	0	0.16	0.16	0	290	0
UNR_0625_3.9	YES	2025-07-03T07:30:00-05:00	5/1/2025	0.87	0	0	0.87	0.87	0	190	0
UNR_0625_3.9	NO	2025-07-03T07:30:00-05:00	5/1/2025	0.14	0	0	0.14	0.14	0	190	0
UNR_0625_4.1	YES	2025-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0625_4.1	NO	2025-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_4.0	YES	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_4.0	NO	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_4.2	YES	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_4.2	NO	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0925_3.9	YES	2025-10-03T07:30:00-05:00	5/1/2025	0.88	0	0	0.88	0.88	0	250	0
UNR_0925_3.9	NO	2025-10-03T07:30:00-05:00	5/1/2025	0.13	0	0	0.13	0.13	0	250	0
UNR_0925_4.1	YES	2025-10-03T07:30:00-05:00	5/1/2025	0.76	0	0	0.76	0.76	0	250	0
UNR_0925_4.1	NO	2025-10-03T07:30:00-05:00	5/1/2025	0.25	0	0	0.25	0.25	0	250	0
UNR_1225_3.9	YES	2026-01-02T07:30:00-06:00	5/1/2025	0.86	0	0	0.86	0.86	0	180	0
UNR_1225_3.9	NO	2026-01-02T07:30:00-06:00	5/1/2025	0.15	0	0	0.15	0.15	0	180	0
UNR_1225_4.1	YES	2026-01-02T07:30:00-06:00	5/1/2025	0.8	0	0	0.8	0.8	0	200	0
UNR_1225_4.1	NO	2026-01-02T07:30:00-06:00	5/1/2025	0.21	0	0	0.21	0.21	0	200	0
UNR_0625_3.8	YES	2025-07-03T07:30:00-05:00	5/1/2025	0.94	0	0	0.94	0.94	0	390	0
UNR_0625_3.8	NO	2025-07-03T07:30:00-05:00	5/1/2025	0.07	0	0	0.07	0.07	0	390	0
UNR_0625_4.2	YES	2025-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0625_4.2	NO	2025-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_3.9	YES	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_3.9	NO	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_4.3	YES	2026-07-03T07:30:00-05:00	5/1/2025	0.5	0	0	0.5	0.5	0	20	0
UNR_0626_4.3	NO	2026-07-03T07:30:00-05:00	5/1/2025	0.51	0	0	0.51	0.51	0	20	0
UNR_0925_3.8	YES	2025-10-03T07:30:00-05:00	5/1/2025	0.89	0	0	0.89	0.89	0	330	0
UNR_0925_3.8	NO	2025-10-03T07:30:00-05:00	5/1/2025	0.12	0	0	0.12	0.12	0	330	0
UNR_0925_4.2	YES	2025-10-03T07:30:00-05:00	5/1/2025	0.54	0	0	0.54	0.54	0	80	0
UNR_0925_4.2	NO	2025-10-03T07:30:00-05:00	5/1/2025	0.47	0	0	0.47	0.47	0	80	0
UNR_1225_3.8	YES	2026-01-02T07:30:00-06:00	5/1/2025	0.88	0	0	0.88	0.88	0	170	0
UNR_1225_3.8	NO	2026-01-02T07:30:00-06:00	5/1/2025	0.13	0	0	0.13	0.13	0	170	0
UNR_1225_4.2	YES	2026-01-02T07:30:00-06:00	5/1/2025	0.67	0	0	0.67	0.67	0	110	0
UNR_1225_4.2	NO	2026-01-02T07:30:00-06:00	5/1/2025	0.34	0	0	0.34	0.34	0	110	0
UNR_0625_3.7	YES	2025-07-03T07:30:00-05:00	5/1/2025	0.95	0	0	0.95	0.95	0	210	0
UNR_0625_3.7	NO	2025-07-03T07:30:00-05:00	5/1/2025	0.06	0	0	0.06	0.06	0	210	0
UNR_0625_4.3	YES	2025-07-03T07:30:00-05:00	5/1/2025	0.55	0	0	0.55	0.55	0	10	0
UNR_0625_4.3	NO	2025-07-03T07:30:00-05:00	5/1/2025	0.46	0	0	0.46	0.46	0	10	0
UNR_0626_3.8	YES	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_3.8	NO	2026-07-03T07:30:00-05:00	5/1/2025	0	0	0	0		0	0	0
UNR_0626_4.4	YES	2026-07-03T07:30:00-05:00	5/1/2025	0.47	0	0	0.47	0.47	0	20	0
UNR_0626_4.4	NO	2026-07-03T07:30:00-05:00	5/1/2025	0.54	0	0	0.54	0.54	0	20	0
UNR_0925_3.7	YES	2025-10-03T07:30:00-05:00	5/1/2025	0.93	0	0	0.93	0.93	0	309	0
